시나리오,연도,폭염일수,열대야일수,여름일수,일교차,식물성장기간,온난일,온난일계속기간,최대온난일계속기간,온난야,일최고기온연최대,일최저기온연최대
SSP3-7.0,2031,24,11,141,11.7,260.8,52.4,22.9,11.7,50.3,38.5,27
SSP3-7.0,2032,24.8,18.6,142.3,11.5,254.8,58.4,29.4,20.7,53.7,38.8,27.8
SSP3-7.0,2033,28.1,22.4,135.6,11.5,262.5,58.5,30.2,17.2,59.9,37.9,27.8
SSP3-7.0,2034,30,26.2,138.5,11.4,283.2,61.1,33.6,24.4,59.8,37.6,29
SSP3-7.0,2035,37.6,24.3,144.4,11.6,261.2,66.2,42.2,31.8,67,38.5,27.9
SSP3-7.0,2036,18.1,18.6,141.2,10.9,272.2,45,17.7,9.8,56.4,38.2,27.9
SSP3-7.0,2037,20.2,16.7,137.6,11.2,267.3,46.4,18.8,16.6,52.5,37.8,28.5
SSP3-7.0,2038,47.2,34.1,149.3,11.8,280.8,73.5,50.7,33.3,66.8,41,28.5
SSP3-7.0,2039,33.9,24.7,142.5,11.6,270.3,65.4,40.6,17,63.3,38.3,28.1
SSP3-7.0,2040,31.9,21.7,144.2,12,266.2,61.2,36.8,20.6,53.3,39,28.8
SSP3-7.0,2041,61.1,34.4,161.4,12.2,275.7,94.5,71.6,41.6,75.3,42.1,29
SSP3-7.0,2042,38,20.3,152.3,12.1,261.3,66.4,35.9,22.3,58.5,39.6,29
SSP3-7.0,2043,39.8,26.4,154,12.2,273.7,77.1,44.2,17.2,61.1,39.3,29.5
SSP3-7.0,2044,30,17.8,156.6,11.6,273.2,63.9,33.3,18.1,57.7,37.6,27.6
SSP3-7.0,2045,44.6,25.3,155.1,12.3,273.3,75.6,50.9,26.1,58.7,38.9,29
SSP3-7.0,2046,51.7,46.7,142.2,11.4,299.3,80,59.8,41.8,75.9,41.2,29.1
SSP3-7.0,2047,42.7,21.3,147.3,11.9,283.4,73.4,41.5,26.2,64,38.8,28
SSP3-7.0,2048,48.9,27.9,167.7,12,271.8,81.9,60.5,24.2,68.5,40.5,28.8
SSP3-7.0,2049,32.2,31.4,147,11.4,289.2,61.4,40.6,23.1,67.6,39.3,28.6
SSP3-7.0,2050,42.2,34.6,158.6,11.6,292,76.8,55.6,27.7,68.8,38.5,29.4
SSP3-7.0,2051,47.2,35,158.2,11.5,267,83.7,49.8,31.6,82.1,37.7,28.1
SSP3-7.0,2052,51.9,35,156.5,12.1,269.6,80.7,57.1,29.9,67.8,40,29.6
SSP3-7.0,2053,57.9,28.4,164.3,11.8,262.8,84.3,65.8,32.1,73.4,40.5,29.6
SSP3-7.0,2054,53.5,38.2,148.2,11.2,310,84.7,61.7,34.9,77.1,39,28.9
SSP3-7.0,2055,37.1,24.7,155.2,11.4,282.3,71,43.8,19.9,69.5,40,28.8
SSP3-7.0,2056,70.4,47.2,153.7,11.6,266.1,96.4,79.6,36.7,79.9,40.1,29.1
SSP3-7.0,2057,40.1,11.4,164.2,11.7,288.4,71.1,48.2,25.9,51,40.1,28.3
SSP3-7.0,2058,49.7,43.6,157.8,11.2,306,81,58.3,34.3,81.1,40.3,30.2
SSP3-7.0,2059,42.7,39,143.8,11.4,304.6,74.9,47.8,27.2,68.7,38.6,29.8
SSP3-7.0,2060,64,40.2,167.3,12.2,306,95.3,69.3,43.2,81.3,41.8,30.6
SSP3-7.0,2061,54.5,36.4,163.5,11.5,290.2,90.3,58.8,29.9,82.4,39.6,29.2
SSP3-7.0,2062,46.9,37.3,164.7,11.4,294.5,79.3,51.4,24.3,80.4,40.2,29.4
SSP3-7.0,2063,54.1,40.7,164.2,11.4,295.9,86.8,58.4,35.2,78.7,39.5,30.2
SSP3-7.0,2064,52.8,51.5,169.1,10.7,322.9,84.1,63.7,47,87.1,40.6,29.8
SSP3-7.0,2065,61.3,39.8,164.3,11.5,274.3,94.4,73.7,32.9,79.4,39.9,29.8
SSP3-7.0,2066,46.8,29.7,166.6,11.7,281.4,81.3,55.6,29.5,70.3,39.8,29.7
SSP3-7.0,2067,63.7,41.1,169.2,11.8,294.5,99.4,73.7,41.4,76.4,40.9,30.9
SSP3-7.0,2068,53,35.5,170.8,11.7,287.1,89.4,55.1,28.8,75,41.5,29.8
SSP3-7.0,2069,75.1,39.9,162.1,12,276.4,105,85.8,40.1,87.3,41.4,29.3
